,category,text
1433,tech,technology gets personal 2020 whipping mobile phone quaintly pass&#233;. new vision surfacing smart fabrics textiles exploited enhance functionality form aesthetics. materials starting change gadgets electronics designed. textile clothing industry exploit nanotechnology straightforward ways. baroness greenfield concerned far personal contact technology affect being. clothing skin personal body networks talking monitoring think means concept privacy. main concern privacy .
1434,sport,league held saints st mary s fifth-round tie rewarded potential draw sir alex ferguson s side. financial problems revenue bring certainly help situation. happy draw ve got beat premiership team.
1435,business,employment tribunal dismissed stephanie villalba s allegations sexual discrimination unequal pay. 2003 employers told future 17 years company redundant. firm told tribunal ms villalba s division losing $1m week.
1436,entertainment,overall figures dampened lack christmas hit like year s oscar-winning lord rings. traditionally ticket sales festive season account 20% annual total. jeff blake said: diverse slate year and... certainly pulled surprises grudge.
1437,politics,norfolk police chief andy hayman warned great deal preparatory work needed. t subscribe views colleagues coming objecting said. six-month transitional period starts 7 february time venues apply extended licences. monday lib dems called delay.
1438,tech,microsoft debuts security tools microsoft releasing tools clean pcs harbouring viruses spyware. spyware surreptitious software sneaks home computers users knowledge. 2003 bought romanian firm gecad software hold anti-virus technology.
1439,sport,moore questions captaincy brian moore believes england captain full-back. jason robinson led team opening defeats nations tournament absence fly-half jonny wilkinson. season greater certainty handle pressure international rugby.
1440,politics,tony blair said want higher tax rates earners wednesday said tax promises left labour s manifesto. attacked tory plans process asylum claims abroad - mr howard said labour proposed idea too. mr blair said: countries agree way forward un.
1441,tech,mobile games come age bbc news website takes look games mobile phones maturing. life types player got immeasurably better year numbers titles download phone snowballed. returns pretty good consider games cost £5. helped games mobiles thrive fact easier hold thanks technology known wap push. game makers starting advantage extra capabilities mobile. features help point direction game makers idea look playing. graphics bit cartoon-like helps clear going levels laid encourage leap exploring. game lets play bluetooth range.
1442,entertainment,62-year-old sang hey jude beatles songs 12-minute set half-time game florida. organisers widely considered playing safe year booking 62-year-old sir paul second super bowl show.
1443,politics,financial year volatility oil market said duty frozen. environmental group transport 2000 said freeze sends wrong message motorists.
1444,sport,ferguson said: think makes bad rivals dropped points weekend. said: good performance - football fantastic - t finish off.
1445,politics,right poorest 20% society paying proportion income richest 20% lib dem leader asked.
1446,tech,celebrities welcome change free new breed mobile phone paparazzi making lives bit difficult. s massive thing mr reichhold told bbc news website. nuisance public figures higher resolution picture phones hit market megapixel models launched asia.
1447,business,trial suspended mr botin s lawyer introduced new set documents day testimony set begin. mr corcostegui ceo santander asked court new evidence admitted.
1448,entertainment,caribbean island s government said disney planned film dominica. caribs long denied ancestors practised cannibalism. cast crew work sequels back-to-back released 2006.
1449,sport,taylor poised scotland return simon taylor named scotland squad saturday s nations clash italy.
1450,politics,mr boateng 53 uk s high commissioner south africa. uk s black cabinet minister appointed post 2002 promoted home office prisons minister.
1451,business,investment ministry official told reuters news agency bank alexandria sold 2005. important thing decide method - selling shares public strategic investor abroad said.
1452,tech,quarter bought software spam e-mails 24% bought clothes jewellery. french second likely buy (48%) 44% britons taking advantage products services.
1453,tech,broadband set revolutionise tv bt starting push television plans offer tv broadband. iptv similar idea voip services like skype. broadcasters iptv pvrs threat opportunity. tell audience programme paid [via licence fee] access time want.
1454,tech,yahoo dominate decade yahoo reached grand old age 10 internet years long time. interesting years refocused search following success google said. crucial survival decision replace chief executive tim koogle terry semel 2001 thinks mr weiner.
1455,politics,party s scheme allow people buy share home mutual home ownership trust way getting housing ladder. lib dems mutual homes let people buy share property usually worth 5% building costs. kind golden share lib dems south shropshire rolled widely. plans involve changing vat party says makes expensive renovate existing buildings. flagship tory proposal housing policy million housing association tenants right buy homes.
1456,business,financial package aimed assisting vintners financial trouble improving wine marketed. aid package create positive climate french viticulture mr bussereau said.
1457,sport,german club said player pulled injury. s got pain couldn t train spokesman said.
1458,politics,election general election best chance pressure groups real impact government policy. ve got responses publish results constituencies nationally well. trying fact 11m voters 60 country likely vote sections society thirdly true swing voters. t large demonstrations planned t ruled out. repealing hunting bill. trying engage ministers demonstrating talking. intelligence try turn speak is. ( rural affairs minister) alun michael avoided cancelled engagements makes difficult. s exactly prime minister want. principle s tiger pheasant. hunting mps happy it. issue think important election choice. choice ideology beginning privatisation decade. running 10 vehicles s obviously 10 times that. mean number firms going business.
1459,entertainment,pop star said scenes affair called genre music dead . thought explain disappear said michael berlin film festival launch documentary. film deals loss michael s partner anselmo feleppa aids-related condition 1993.
1460,tech,ellen simonetti known queen sky wrote anonymous semi-fictional account life sky. ms simonetti told bbc news website received warning explanation suspended 25 september. legal expert speculated delta concerned fictional content blog linked airline images posted. monday negotiated deal defer $135m debt year 2007.
1461,entertainment,said brown arrested hotel great american music hall released charge. spokesperson san francisco police department said detained record incident. 1998 sentenced months jail threatening behaviour aeroplane captain stewardess.
1462,sport,exeter city face home tie middlesbrough holders manchester united replay. chelsea host birmingham tottenham travel west brom arsenal entertain championship wolves. maybe ll stick s ll s game football.
1463,tech,told bbc world service programme digital hoped education tool developing countries. mr negroponte said profit venture recognised manufacturers components making money. mr negroponte adapted idea work cambodia set schools wife gave children laptops.
1464,business,result investment raise output 200 000 cars 2007. wednesday s announcement bmw invested £280m mini production. decision produce new mini received right away said norbert reithofer member bmw management board. convinced boom continue.
1465,politics,pensioners protests spread - marched simply refused pay increase. tories promised reduction bills pensioners hardest hit year-on-year increases council tax. council tax unpopular unfair tax britain puts ceiling richest pay. party says aim £5 000 tax-free personal allowance £7 000 allowance over-65s.
1466,entertainment,angels demons author dan brown sale wednesday. da vinci code set paris - including louvre - sold million copies france.
1467,tech,new owner yeahronimo media ventures ruled possibility new breed commodore computers. groundbreaking commodore 64 elicits fond memories owned 1980s. commodore international filed bankruptcy 1994 sold dutch firm tulip computers.
1468,politics,sir ian blair said terror groups remember effect madrid bomb spain s general election year. said 10 disclose security advice received. replace current powers detain foreign terror suspects trial law lords ruled against.
1469,sport,referred netherlands general michels led dutch 1974 world cup - reached final lose 2-1 germany. 1970s dutch team built johan cruyff johan neeskens introduced concept total football world.
1470,sport,22-year-old chasing record held compatriot mentor haile gebrselassie set mark meeting 2003. hungry sport said bekele. men s 4x100m relay gold medallists jason gardener mark lewis-francis head-to-head 60m.
1471,business,tycoon wooing club 12 months approached united board detailed proposals confirmed. man united turned bid based high level borrowing. campaign proposed takeover continue glazer showed club.
1472,entertainment,unedited reel-to-reel tapes - owned engineer recorded - valued $50 000 (£29 000). nogar died 1994 aged 72 tapes sessions back-up case rca producers wanted late changes songs.
1473,business,faulty represent safety risk recall affects pumps december january. audi mercedes benz supplied defective diesel fuel-injection pumps recall vehicles.
1474,business,lufthansa said lose millions euros result air force landing frankfurt airport. research possibilities michael lamberty lufthansa spokesman told bbc.
1475,politics,nhs waiting time target cut hospital waiting times patients wales cut extent england. ms hutt said major achievements cutting unacceptably long waits treatment past year . added targets intended ensure no-one waits year treatment consultant. s failed target failed minister..with failed policy.
1476,business,dollar slides ahead new year dollar hit new record low euro analysts predict declines likely 2005. dollar slid record $1.3666 versus euro thursday bouncing $1.3636. playing investors minds mixed reports state economy.
1477,business,encourage children save start fund count university costs example. parents relatives able fund £1 200 year grow free income capital gains tax. pooled investment funds access wide range shares. single shares return underlying index (so form tracker). difference charges low. drawback financial gifts children gain absolute right money age 18 parents control spent.
1478,politics,northern ireland minister dealt education later security rode mass ira escape maze 1983.
1479,tech,unlike devices user check high-speed network available transfer data device selects fastest itself. reflects push mobile firms devices like mini laptops. thousands mobile industry experts gathered cannes france 3gsm runs 14 17 february.
1480,entertainment,works shown freedom expression event tribute late film-maker s life. 10-day dutch festival begins wednesday. festival opens french film 10th district court moments trials raymond depardon.
1481,politics,plan forms party s smaller government unveiled later week. changes place years conservatives winning general election mr howard told paper. wales decided assembly stand lose mps.
1482,entertainment,album egypt won critics award album year best newcomer accolade went argentine chango spasiuk. winner africa category malian desert blues band tinariwen formed nomadic people southern sahara.
1483,entertainment,gallagher arrested drummer alan white members band s entourage brawl munich december 2002. band said victims unprovoked attack nightclub.
1484,business,estimate preliminary bank governor sunil mendis told reporters rise 2006. island state asking $320m international monetary fund help pay relief said.
1485,politics,month power demand information range public bodies - whitehall departments doctors surgeries. spokesman dca said: dca provided - continue provide - strong clear leadership.
1486,sport,wenger brought manuel almunia games out-of-form jens lehmann - spaniard prone mistakes. drawn lehmann return top-of-the table clash chelsea sunday.
1487,politics,labour chooses manchester labour party hold 2006 autumn conference manchester blackpool confirmed. years main political parties rotated blackpool bournemouth brighton.
1488,entertainment,saw competition big-budget french epic long engagement box-office hit chorus. long engagement world war drama featuring audrey tautou won cesar awards.
1489,sport,baros liverpool s leading scorer season denied reports row benitez claims mystified left bench.
1490,entertainment,episode featuring 28-year-old screened 25 january. actor s appearance small screen appeared bbc series ballykissangel 1999.
1491,politics,government confirmed intermediate level waste (ilw) shipped home countries stored uk. said highly-radioactive waste returned home country sooner ensuring overall increase radioactivity. terrible attempt offload £48bn cost cleaning nuclear sites.
1492,entertainment,x factor gets second series tv talent x factor return second series recommissioned itv.
1493,entertainment,cesar organisers modified rules allow film compete. awards ceremony held 26 february.
1494,entertainment,band sold million records worldwide. ms stone performed song right wrong backed gospel choir 25th award ceremony london s earls court. band released self-titled ep 1998.
1495,business,reisurance firms swiss munich lost value investors worried rebuilding costs. insurers reinsurance firms pressure europe. investors pointed declines probably industry specific travel insurance firms hit hardest. travel companies took hit japan s kinki nippon sliding 1.5% dropping 3.3%. indonesian rupiah lost 0.6% dollar bouncing slightly trade 9 300.
1496,sport,lehmann understudy oliver kahn german squad lost place manuel alumnia highbury. klinsmann said: difficult players first-choice club.
1497,politics,unveiling slogan party s spring conference said glass ceiling ambitions. labour tories claim sums add working families hardest hit. idea going happen lord rennard told reporters party conference.
1498,sport,seven minutes later unfortunate dunne hooked volley david james head net. wes brown wright-phillips difficult opponent tricky winger embarrassed near touchline. wright-phillips sublime skill pace took past brown delivered pin-point centre feet mcmanaman. started good tempo allowed dictate pace bit much. manchester united boss sir alex ferguson: wasn t best performance months think deserved winners. derby games like scrappy dull horrible maybe like that.
1499,entertainment,quirky comedy sideways named best screenplay best comedy. total awards million dollar baby sideways closer took golden globes each. winning golden globe said improve film performer s chance subsequently winning academy award.
1500,tech,smartphones suffer skulls attack owners nokia smartphones warned watch malicious wallpaper. downloading software icons 7610 phone swapped images skulls. despite finnish anti-virus lab f-secure said sporadic reports 7610 owners caught it.
1501,tech,spring literally took skies lufthansa british airways trialled flights. said indispensable people beginning perceive technology useful sky-high broadband actually be. vital local loop crucial link telephone exchanges homes. moment bt stranglehold 80% lines making key voice deciding adsl products homes.
1502,business,budget fiscal year starting 21 march calls sell-off 20% state s corporate holdings. mr khatami s second term president ends 1 august making budget. opposition members parliament attacked previous privatisations block plans.
1503,politics,wants phased withdrawal uk troops soon situation allows said london. set proper exit strategy including phased withdrawal british troops security situation allows.
1504,entertainment,howl s moving castle set japanese box office record week taking 1.5bn yen (£7.7m) days.
1505,business,rover told bbc news reports job cuts speculation . rover saic signed technology-sharing agreement august.
1506,sport,america s world indoor 200m champion athlete suspended positive drugs test admission drugs use. hearing csa rescheduled june year. usada built cases verbal evidence given federal investigation balco test results.
1507,business,mexican send $16bn home mexican labourers living sent record $16.6bn (£8.82bn) home year. bank mexico said remittances grew 24% year represent country s second-biggest source income oil. better records greater prosperity mexican expatriates main reasons increase.
1508,politics,kennedy s cautious optimism charles kennedy far canny grand claims party fare general election. going modern party uk election experienced . believes major party promising increases taxes land trouble similar policy old labour.
1509,politics,peer enjoyed celebrated judicial career serving law commission chairman seven years. paying tribute lord chancellor lord falconer said lord scarman great advocates generation . personally totally charming remembered great affection admiration came contact him. spawned new law enforcement practices led creation police complaints authority.
1510,business,organisation trouble accused helping topple georgia s president. osi shut office moscow year withdrawn uzbekistan belarus. credit promoting inter-ethnic accord pushing harsh reforms.
1511,sport,seed federer looked course easy victory thumped eighth seed 6-1 set. took way 6-1 3-1 0-30 serve ran away it. chance s positive twice weeks chance roger win match.
1512,tech,game won baftas best action adventure best pc game art direction animation. halo 2 won best xbox game category prince persia: warrior adjudged best gamecube title.
1513,tech,models positioned so-called personal mobility devices limits. mounting dismounting accomplished aid bird-like legs bend backwards. personal transport arena taking new dimension futuristic devices augment human capabilities. elderly users necessarily accept innovation.
1514,tech,apple laptop greatest gadget apple powerbook 100 chosen greatest gadget time magazine mobile pc. popular gadget moment apple ipod number 12 list sony transistor radio number 13. calm s opinion list includes taser 100 gadgets suspect.... swiss army knife question it. items relatively unchanged original idea useful/popular t need laptop pocket calculator work out! marine chronometer completely revolutionised navigation boats use centuries. electronic gadgets thousands journalists early 1980s blessed original noteboook pc - tandy 100. pity tandy dos compatible. ball point pen got common gadgets ever. apple.. triumph fashion over... else. yes apple laptop sony walkman classic gadgets. practical way carry info around... sinclair spectrum - little beauty moved world earn living now. probably nokia model. congratulations apple deserved win!
1515,business,booming markets shed tears market british government minister michael heseltine said morality. start notional insurance cost disaster little bearing corporate lines. listed suffered: confifi hotel holdings small sri lankan tourism firm halved value week. disasters vast psychological impact markets driven psychological factors.
1516,politics,lord falconer said fair criticise late timing offer. said changes provided solution difficult issue mps argue situation unclear. bbc political editor andrew marr said mr lammy waste deep quicksand sinking fast performance. lord falconer praised minister excellent job .
1517,politics,tory backing id cards tories controversial government plans introduce id cards. decision follows tough meeting senior tories argued vociferously party sources told bbc. important remember decade come effect spokesman said.
1518,business,according labor department figures firms added 146 000 jobs january. gain non-farm payrolls market expectations 190 000 new jobs. getting boost employment got given low value dollar relatively low rate environment.
1519,sport,vickery injured club gloucester beat bath 17-16 west country derby saturday. returned england weekend long-term injury followed fractured eye socket. extent barkley s injury clear bath boss john connolly rates better 50-50 face ireland.
1520,sport,umaga england saturday s irb rugby aid match backed new zealand win three-test series lions. d way beat come over. lions boss sir clive woodward set announce squad june-july tour month. ll good early idea guys lot change june umaga said.
1521,entertainment,born lilian alicia marks london 1910. spotted russian artistic impresario sergei diaghilev wanted dance company ballets russes. ill diphtheria kept touch eventually governess tow joined diaghilev monte carlo 14. appeared hollywood movies. created dame new career teacher.
1522,business,speaking house budget committee urged congress action cut deficit increasing taxes. narrow deficit gap raising taxes pose significant risk economy dampening growth spending added. recent increases defence homeland security spending expected continue indefinitely cut costs.
1523,sport,millwall lost match 3-0 charged alleged racist behaviour supporters.
1524,sport,24-year-old england midfielder determined contract despite reported chelsea. liverpool boss rafael benitez insisted gerrard promised wants stay anfield. t think d able play europe season able hold d getting great player. certainly nice new faces january freshen things up.
1525,politics,tory spokesman david davis told mps uk losing power veto allowed come britain. government employing politics confusion - think deliberately argued mr davis. question britain giving veto border controls said. scheme larger states britain expected power smaller eu states.
1526,politics,foreign secretary told mps rebate secured margaret thatcher 1984 entirely justified . mr straw said eu commission s proposal mean 35% hike budget.
1527,politics,pm apology jailings tony blair apologised families suffered uk s biggest miscarriages justice. said mr blair spoken sincerity adding: went thought took time listen everyone. mr conlon s father giuseppe arrested travelling london belfast help son. mr conlon s case highlighted oscar-nominated film father starring daniel day-lewis.
1528,entertainment,bravery compared cure new order heavily-tipped act survey 110 impartial critics broadcasters. rock band keane won sound 2004 rapper 50 cent topped sound 2003. boy band mcfly sixth scissor sisters uk s best-selling album 2004 seventh. artists country musical genre uk 20 single contestant tv talent famous soap actor.
1529,politics,men indefinitely held belmarsh prison south london. foreign national suspected links terrorism detained opt deported. ben emmerson qc representing seven detainees said men custody nearly years.
1530,business,net income 2004 $3.5bn (£1.87bn) - nearly $3bn 2003 - turnover rose $7.2bn $170.8bn. fourth quarter ford reported net income $104m compared loss $793m year ago.
1531,tech,security scares spark browser fix microsoft working new version internet explorer web browser. details scant mr gates said ie7 include new protections viruses spyware phishing scams. own-brand anti-virus program follow end 2005. technical websites report majority visitors use firefox browser.
1532,business,comes conservative country inches open door working women. year crown prince abdullah de-facto ruler told government departments plans place employing women.
1533,politics,speaking summit meeting said discussion eu able reach agreement medium term finances. mr chirac told reporters brussels: reasonable budgetary balance table british cheque. deal future financing protect rebate. uk independence party leader roger knapman said rebate set stone reason negotiate it. lose rebate british taxpayer going bled rate think european project.
1534,entertainment,join 100 nominees 24 oscar categories annual event place beverly hilton hotel los angeles. oscar nominees swank foxx winners screen actors guild awards weekend ceremonies held run-up oscars.
1535,entertainment,tv couple s book world coined term richard & judy effect created best-selling paperbacks 2004 far. david mitchell s booker-shortlisted novel cloud atlas makes year s 10 lesser known works.
1536,business,rise uk jobless total uk s jobless total rose second month row december official figures show. average earnings rose 4.3% year december november s 4.2% office national statistics (ons) added.
1537,sport,british number play roger federer australian open warm-up event friday. briton regained composure win games second win matches argentine. conditions quicker doha timing ok served better. day hopefully play better match.
1538,politics,election tv debate says blair tony blair said tv debate political rivals ahead election. 2001 election plans debate mr blair william hague charles kennedy collapsed.
1539,entertainment,2004 tv moments shown bbc 2000 gmt wednesday.
1540,sport,36-year-old 54 caps llanelli s player season 2001/2 battled injury seven years stradey. allows pursue opportunities allows scarlets look generation. hodges described years stradey best time life.
1541,entertainment,lawyer said money raised time. lawyer representing mr doherty mr wass said outside court pair strenuously denied charges.
1542,politics,government units scrapped proposals tories save £4.3bn. targets strategic health authorities new fair access regulator universities. tory frontbencher john redwood said britain needed slimmer government lower taxes competitive. forgotten majority paying price bureaucratic britain.
1543,politics,reforms post lord chancellor stripped judicial functions. peers voted 229 206 law lord chancellors peers. tory mp sleaford north hykeham admitted lord chancellor s role office frozen aspic .
1544,business,company said retain 90% peoplesoft product development product support staff. statement oracle said began notifying staff redundancies friday process continue 10 days. mourning passing great company agency quoted peoplesoft worker david ogden saying. new company going totally different said anil aggarwal peoplesoft s director database markets.
1545,politics,information commissioner look complaint lib dems labour uses centres. party says expect watchdog complaints seriously clear legal advice issue. says initial marketing identifies voters party send promotional material future. letter commissioner quotes labour party handbook identifying target voters . newsletter says: information know people send direct mailings.
1546,sport,defending champion brushed aside czech qualifier 7-5 6-0. australian world number strolled games match shocked minar won five. hewitt lifted sydney title times years. set meet frenchman arnaud clement round australian open.
1547,entertainment,anthony lopez s husband june 2004. nominated year best latin pop album best salsa/merengue album.
1548,entertainment,singer album confessions sold close million copies running grammy awards. soul train awards ceremony place hollywood 28 february. soul train nominations include best male r&b-soul album best male r&b-soul single confessions ii.
1549,tech,greener hi-tech industry starting environmentally aware. redesigning engines making petrol slightly different lot work took decades done. old hazardous waste - monitors arsenic lead - s possible components useful. bottle banks clothing banks scattered town supermarket car parks.
1550,tech,latest version net browser controlled voice command read pages aloud. opera magnify text 10 times users create style sheets developers say. company points appeal opera handheld device. voice recognition function currently available english.
1551,tech,moving mobile improves golf swing mobile phone recognises responds movements launched japan. features include display screen allows users watch tv rotate 180 degrees. fishing afficiandos south korea phone allows simulate movement rod.
1552,tech,blocking began early monday outside trying view site got message saying authorised view it. site viewed overseas browsers alternative net addresses. akamai uses web-based tool called edgescape lets customers work visitors based. web users canada report browse site. american soldiers stationed overseas able site use military s portion net.
1553,politics,mr blair speaking mps amid fresh rumours rift gordon brown. said t deals jobs like - t. separate bbc interview mr brown said prime minister distracted gossip . mr brown allegedly said longer believe mr blair told him.
1554,tech,number gadgets shops predicted grow 11% devices talk increasingly important. unveiled new ways letting people tv shows recorded personal video recorders watch portable devices. disappointed failing announce details generation xbox games console. disappointment lack exposure sony s new portable games device psp show. plethora colour plasma screens including samsung s 102-inch (2.6 metre) plasma - largest world.
1555,business,securities exchange commission announced settlements latest industry-wide clean-up mutual funds. $250m pay gains market timing $125m penalties. businesses boa snapped rival bank fleetboston $47bn merger march.
1556,tech,vocal critics favour large small firms impact open-source software innovation.
1557,sport,john sivabaek told bbc sport: m listen real say. 28-year-old s contract expires summer real want quick deal.
1558,sport,gunners travel st james park wednesday newcastle 14th premiership troubled season. arsenal game 2-0 victory fulham sunday. newcastle good shape.
1559,entertainment,actor ossie davis dead actor ossie davis dead age 87. davis dee married 56 years received kennedy center honours 2004 body work.
1560,business,revelation came russian government said rosneft signed long-term oil supply deal china. unusual pre-payment years. yukos claims downfall punishment political ambitions founder mikhail khodorkovsky. deal rosneft cnpc seen china s desire secure long-term oil supplies feed booming economy.
1561,tech,yahoo celebrates decade online yahoo net s iconic companies celebrating 10th anniversary week. categories lists devised soon popular hundreds people saw business potential idea. jerry yang remains firm s chief yahoo proud company achieved.
1562,entertainment,welsh band hits include design life tolerate chosen records play 6 12 december. group perform live session.
1563,business,italian liqueur maker acquire shares yantai state asset management bureau. consumption wine china low 0.22 litres capita said agriculture department.
1564,tech,much-anticipated sci-fi horror doom 3 shot straight uk games charts release august. winners included grand theft auto: san andreas took wanted christmas prize.
1565,sport,club confirmed glazer family partnership submitted proposals bid. knows guy bringing table. believed glazer substantially reduced borrowing required latest move.
1566,tech,creator apple mac dies jef raskin head team macintosh died. users navigated machine mouse pointing clicking dragging. role macintosh initiator project wouldn t weren t said andy hertzfeld early macintosh team member.
1567,entertainment,phil redmond chairman mersey tv told tessa jowell run current remit intact 10 years.
1568,entertainment,skinner uses blunt beats streetwise lyrics things falling love drink drugs. q magazine said: grand t come free captured country s mood way predicted. said franz ferdinand s album sounded natural unforced (and) under-produced .
1569,politics,schools mock poll record numbers schools uk mock general election backed government. schools minister stephen twigg said engaging young people s essential future democracy.
1570,politics,duncan bannatyne attacked government iraq poor response asian tsunami crisis. people need practical help pledges money said. mr cook argued prominence given matters alternative source opposition government .
1571,sport,dipo alli says received offer tindall dwarfs bath s deal clubs want talk. brownsword recognise mike s value want resolve things end week.
1572,business,mr sullivan worldcom s number government s chief witness case mr ebbers. firm forced bankruptcy largest history. mr sullivan 42 pleaded guilty fraud year agreed assist government case mr ebbers. mr ebbers denied charges saying unaware fraud.
1573,business,kse index closed 6709.93 - overall gain nearly 400 points trading days week. s rubbish kse chairman yaseen lakhani told bbc news website. coupled 7% gdp growth expected june year surprised market s performance says mr lakhani. lot arab money says gone malaysia indonesia. indicates country interested raising temperature stage irrespective state disagreements.
1574,tech,games deserve place class games enhance learning legitimate place classroom researchers. games legitimate cultural form deserve critical analysis schools film television literature said. report evidence needed excellence imagination thrives gaming.
1575,entertainment,second album mind body & soul reached number uk charts october went straight charts number 11. 17-year-old singer hoping tour japan australia 2005.
1576,sport,34-year-old american seeded eighth poor start dropping serve early later needing chances serve set. showed sign problem returned court wrap victory hours 45 minutes. try stay calm crazy players like ancic come s tough opponent said. federer admitted extra pressure extending winning streak career-best 24. hrbaty defeated 10th seed 7-6 (7-5) 6-7 (8-10) 6-7 (3-7) 6-1 6-3 match lasting hours 21 minutes.
1577,politics,figures came statement jack mcconnell scottish parliament wednesday. mr mcconnell went promise scotland play reconstruction effort. edinburgh architect dominic stephenson scot confirmed victim asian tsunami.
1578,business,comes weeks ahead budget expected general election. shadow chancellor oliver letwin said: best timing changes convenient government. economists speculated allow vote-catching measures budget.
1579,tech,nominations announced sunday traffic official site heavy website temporarily closed visitors. blogs huge year dictionary naming blog word 2004. awards lot traffic; year server bandwidth limit guess d need said. nominations include flickr web photo album lets people upload tag share publish images blogs. text-based blogs like audio blogs.
1580,entertainment,bookmakers aviator oscar aviator tipped uk bookmakers favourite win best film award year s oscars.
1581,politics,mr howard said time jack s snooker hall llanelli 1950s lasting damage . tony meo [another player] spend spare time mr white said loved game atmosphere.
1582,sport,fifth seed patty schnyder battle needed sets beat china s na li 7-5 3-6 7-5.
1583,entertainment,keys sing america beautiful accompanied 150 students florida school deaf blind. know going touching memorable moment said. performance super bowl watched millions 6 february.
1584,politics,mr blair leading advocate turkish membership despite controversy surrounding idea. stating fundamental principle fact turkey muslim country mean barred europe.
1585,politics,prime minister clear plans change law. dislike idea abortion criminalise woman difficult circumstances makes choice.
1586,tech,company hopes dominant place digital music market said gold coloured version mini dropped. 30gb version added ipod photo family. mobiles capacity issues ease portability mobile music.
1587,sport,wenger signs new deal arsenal manager arsene wenger signed new contract stay club 2008. chairman peter hill-wood said: absolutely delighted arsene signed extension contract. come end contract review situation.
1588,politics,tony blair claimed tory government cut £35bn public services hitting schools hospitals police. lib dems accused mr brown ducking issue council tax rises. dr fox said: said spending year year inflation.
1589,business,company said optimistic growth revenues slipped 11% £3.24bn ($6.13bn) 2003 £2.89bn 2004. reuters managed slow decline underlying revenues 5.4% 10.2% 2003 cut debt £160m £610m year earlier.
1590,politics,blair moves woo jewish voters tony blair pledged attack tory leader michael howard jewish beliefs. interview jewish chronicle mr blair said: ve strong supporter jewish community israel so. look attack michael howard politically. mr livingstone withdrawn comment immediately realised journalist jewish said mr blair.
1591,entertainment,gervais begun writing script keeping subject matter closely guarded secret. gervais said guest star office character david having left good christmas specials. office missed best comedy category little britain.
1592,tech,arash sigarchi arrested month blog criticise arrest online journalists. days arrest mr sigarchi gave interviews bbc persian service us-funded radio farda.
1593,sport,leicester saracens leading chase player lindsay told bbc deal. prospect farrell switching codes main talking point super league season far. lucrative farrell wigan lindsay said money motivating factor club. lucky whilst ve got them.
1594,politics,weeks number signs 050505 going day mr blair historic term. usual liberal democrats fight voice heard sounds battle big parties.
1595,entertainment,charges tv s cosby comedian cosby face charges stemming allegation sexual misconduct. said fact woman waited year coming forward contact cosby time factors decision. think s avenue open her.
1596,entertainment,downloads enter singles chart digital music downloads included main singles chart time. digital sales compile billboard s hot digital sales chart. addition green day artists current digital sales 10 include kelly clarkson game killers.
1597,business,house prices 11.8% higher year quarter 2004 16.3% july-to-september quarter land registry said. government figures official confirmation falls market end 2004.
1598,sport,fa probes crowd trouble fa action trouble marred wednesday s carling cup tie chelsea west ham. hammers star joe cole plastic bottle thrown frank lampard pelted coins preparing penalty. scotland yard said 11 arrests alleged public order drugs offensive weapon offences. fa looking trouble tuesday s heated carling cup tie millwall liverpool.
1599,tech,britons fed net service survey conducted pc pro magazine revealed britons unhappy internet service. readers offered price drop 25p expensive offered alternative operator making hardly worth swapping.
1600,tech,report pew research center reveals 87% searchers usually looking search engine. significant chunk net users 36% carry search weekly 29% asked look weeks. asked 62% unaware paid results carry search.
1601,sport,france suffered shock loss welsh weekend looking course easy win. trounced 45-6 new zealand beat scotland scots try disallowed nations opener. took woeful spot kicking charlie hodgson olly barkley help victory england twickenham. & laporte criticised france s negative tactics wins scotland england. chat france france play ireland said castaignede ahead 12 march tie.
1602,entertainment,knight drum n bass star roni size released bid reduce gun use young people. size involved friends donna small asha jama shot bristol hometown october.
1603,tech,joke e-mail virus tricks users virus disguises joke spreading rapidly net. finnish company f-secure gave virus second highest threat level. ve reports world said mikko hypponen director anti-virus research f-secure.
1604,politics,mr kilroy-silk recently quit uk independence party said country stolen mass immigration. joined new venture ukip s london assembly members damien hockney veritas deputy leader. shall leading vigorous campaign causes believe in. ukip officials argue mr kilroy-silk straightforward attacking party wanted lead. let s hope kilroy-silk ukip euro-sceptic wing tory party fade obscurity truth debate europe. kilroy-silk ukip anti-european policies relevance outside middle england. robert kilroy-silk s ego vanity (and supporters ) worst enemy. euro-enthusiast delighted kilroy-silk s behaviour. result feel democracy abused want stopped. feel insulted having represent european parliament. kilroy able communicator capable politician exactly way lead ukip not. tried work t want grow up. future generations thank ridiculousness. refreshing thing robert open honest straight. s look forward day claims victory wrecks eu rescues great nation... hair place tan perfect ever! longer uk dithers europe richer ireland english-speaking country fully committed europe. having multiple parties view point splits vote further. instead split party damaged cause. veritas beginning end kilroy-silk. recruit right colleagues robert time come!
1605,tech,sony psp console hits march gamers able buy sony s playstation portable 24 march news europe debut. launched ds handheld japan year sold 2.8 million units. nintendo said release ds europe 11 march.
1606,sport,brazilian confirmed tempers flared shed light reports food thrown united boss sir alex ferguson. edu tried play incidents adding: haven t seen brazilian derbies. edu highly critical ferocity united s challenges game particularly jose antonio reyes.
1607,politics,hunt demo labour meeting pro-hunt supporters set protest labour s spring conference. ban comes force 18 february. northumbria police said pedestrian millennium bridge demonstration site shut necessary. high court month ruled act valid proposed hunting ban lawful.
